First Name,Last Name,League,Team Name,Team Nickname,Aggression,Bravery,Determination,Teamplayer,Leadership,Temperament,Professionalism,Mental Toughness,Goalie Stamina,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Screening,Getting Open,Passing,Puck Handling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Faceoffs,Hitting,Positioning,Shot Blocking,Stickchecking,Defensive Read,G Positioning,G Passing,G Pokecheck,Blocker,Glove,Rebound,Recovery,G Puckhandling,Low Shots,G Skating,Reflexes,Position,TPE
Matt,Lorito,American Hockey League,Bridgeport,Sound Tigers,8,11,13,14,14,13,15,1,1,16,14,12,14,15,11,6,11,16,15,15,16,8,15,12,10,10,12,6,10,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,797
Mike,Cornell,American Hockey League,Bridgeport,Sound Tigers,16,13,11,13,13,4,10,1,1,11,11,13,10,12,13,15,7,10,11,11,4,14,11,13,7,15,12,12,13,11,1,1,1,1,1,1,1,1,1,1,1,Right Defender,596
Mason,Jobst,American Hockey League,Bridgeport,Sound Tigers,8,12,14,15,14,13,13,1,1,14,15,13,14,14,10,7,10,13,14,15,14,6,14,12,14,12,13,7,12,13,1,1,1,1,1,1,1,1,1,1,1,Center,692
Jeff,Kubiak,American Hockey League,Bridgeport,Sound Tigers,10,13,13,13,13,10,12,1,1,12,12,14,12,13,14,6,11,11,11,11,12,4,12,11,13,10,12,6,14,12,1,1,1,1,1,1,1,1,1,1,1,Center,493
Nick,Schilkey,American Hockey League,Bridgeport,Sound Tigers,8,11,13,13,12,14,13,1,1,14,14,14,14,13,12,6,12,14,14,14,14,5,15,12,9,10,14,7,13,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,692
Seth,Helgeson,American Hockey League,Bridgeport,Sound Tigers,14,16,16,14,14,7,15,1,1,12,11,16,12,14,16,13,9,11,13,11,6,14,11,15,8,16,14,12,15,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,887
Simon,Holmström,American Hockey League,Bridgeport,Sound Tigers,6,11,13,14,12,17,13,1,1,17,14,14,16,12,12,5,11,13,14,16,13,5,16,11,10,10,12,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,771
Travis,St. Denis,American Hockey League,Bridgeport,Sound Tigers,12,14,14,14,13,8,15,1,1,15,15,11,13,13,12,8,10,15,14,14,15,7,14,13,11,15,13,6,10,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,766
Jared,Coreau,American Hockey League,Bridgeport,Sound Tigers,8,1,16,14,12,1,15,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,12,15,15,13,13,15,11,12,12,12,Goalie,533
Tanner,Fritz,American Hockey League,Bridgeport,Sound Tigers,7,12,15,14,12,14,14,1,1,15,15,13,14,14,13,6,13,13,14,15,14,7,14,13,11,16,12,8,12,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,781
Josh,Ho-Sang,American Hockey League,Bridgeport,Sound Tigers,7,12,12,11,11,14,11,1,1,16,15,15,17,14,13,7,14,12,16,17,14,7,15,12,9,10,13,6,13,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,948
Erik,Brown,American Hockey League,Bridgeport,Sound Tigers,6,12,13,12,12,15,12,1,1,13,14,14,14,12,11,4,14,15,12,13,15,6,12,10,10,10,12,6,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,580
Bobo,Carpenter,American Hockey League,Bridgeport,Sound Tigers,8,13,12,12,12,13,13,1,1,13,13,14,13,14,14,7,13,14,12,13,15,7,13,13,11,13,12,7,11,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,659
David,Quenneville,American Hockey League,Bridgeport,Sound Tigers,9,13,12,14,12,12,13,1,1,14,14,12,14,13,12,7,6,13,14,15,7,16,15,11,6,10,13,13,12,12,1,1,1,1,1,1,1,1,1,1,1,Right Defender,678
Mitch,Vande Sompel,American Hockey League,Bridgeport,Sound Tigers,7,14,16,13,13,14,11,1,1,15,15,13,15,12,13,7,7,14,14,14,8,16,15,12,7,11,12,12,12,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,751
Sebastian,Aho,American Hockey League,Bridgeport,Sound Tigers,7,11,14,14,13,14,13,1,1,15,14,13,15,14,11,6,7,14,15,15,7,16,14,14,6,12,14,11,13,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,777
Grant,Hutton,American Hockey League,Bridgeport,Sound Tigers,9,14,14,13,13,12,14,1,1,12,11,14,13,13,14,7,8,13,13,14,7,16,14,13,6,14,14,13,15,12,1,1,1,1,1,1,1,1,1,1,1,Right Defender,733
Linus,Söderström,American Hockey League,Bridgeport,Sound Tigers,7,1,14,13,11,1,14,12,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,12,14,14,14,14,12,13,11,12,13,Goalie,458
Kieffer,Bellows,American Hockey League,Bridgeport,Sound Tigers,13,14,12,13,11,7,13,1,1,14,13,13,14,12,15,8,13,15,12,13,15,6,15,12,12,14,11,6,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,746
Parker,Wotherspoon,American Hockey League,Bridgeport,Sound Tigers,9,14,12,13,13,12,12,1,1,16,14,12,15,13,12,6,7,11,14,15,7,16,13,14,7,11,14,12,13,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,777
Oliver,Wahlstrom,American Hockey League,Bridgeport,Sound Tigers,11,15,15,15,14,11,16,1,1,16,15,14,15,15,14,6,12,16,14,16,15,7,16,12,14,12,14,6,14,14,1,1,1,1,1,1,1,1,1,1,1,Center,1063
Bode,Wilde,American Hockey League,Bridgeport,Sound Tigers,8,14,12,13,11,13,12,1,1,14,12,14,13,13,14,7,7,13,14,15,8,16,13,12,6,13,12,11,13,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,693
Otto,Koivula,American Hockey League,Bridgeport,Sound Tigers,8,13,15,15,12,13,14,1,1,12,11,16,13,14,15,8,15,14,14,15,15,7,15,12,10,13,12,6,14,12,1,1,1,1,1,1,1,1,1,1,1,Center,799
Matt,Beleskey,American Hockey League,Hartford,Wolf Pack,11,15,13,13,13,10,14,1,1,11,13,15,13,13,15,14,15,13,13,14,13,5,12,14,10,17,12,7,14,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,849
Bobby,Butler,American Hockey League,Hartford,Wolf Pack,8,13,12,13,14,14,14,1,1,15,14,13,14,14,12,8,12,13,14,15,14,6,14,13,13,13,13,7,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,752
Harry,Zolnierczyk,American Hockey League,Hartford,Wolf Pack,14,15,16,13,13,6,11,1,1,16,15,12,17,12,13,10,13,11,12,13,13,6,13,15,10,15,13,8,13,10,1,1,1,1,1,1,1,1,1,1,1,Left Wing,828
Tom,McCollum,American Hockey League,Hartford,Wolf Pack,8,1,15,15,15,1,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,13,14,14,13,14,14,11,12,12,12,Goalie,496
Vincent,LoVerde,American Hockey League,Hartford,Wolf Pack,8,13,11,12,14,13,14,1,1,13,12,15,14,13,15,9,7,13,14,14,7,15,14,14,7,13,13,13,12,14,1,1,1,1,1,1,1,1,1,1,1,Right Defender,740
Nick,Ebert,American Hockey League,Hartford,Wolf Pack,10,12,13,14,12,10,13,1,1,13,14,14,13,14,14,8,8,14,14,14,8,16,14,14,7,13,12,12,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,766
Mason,Geertsen,American Hockey League,Hartford,Wolf Pack,15,15,14,14,13,6,14,1,1,11,12,15,13,13,16,16,9,10,12,11,6,13,10,14,8,16,12,12,15,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,829
Vinni,Lettieri,American Hockey League,Hartford,Wolf Pack,8,14,14,12,12,13,15,1,1,15,15,13,14,12,13,6,12,16,14,15,13,5,13,13,13,15,13,7,12,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,810
Vitali,Kravtsov,American Hockey League,Hartford,Wolf Pack,6,13,13,13,12,17,14,1,1,16,16,14,17,13,13,6,13,14,14,16,16,7,14,12,10,13,14,6,14,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,950
Steven,Fogarty,American Hockey League,Hartford,Wolf Pack,7,12,13,12,13,14,12,1,1,14,12,14,14,13,15,7,15,12,13,13,14,7,13,14,13,14,14,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Center,741
Igor,Shestyorkin,American Hockey League,Hartford,Wolf Pack,9,1,13,14,12,1,13,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,14,14,14,13,12,15,15,14,13,15,Goalie,603
Lewis,Zerter-Gossage,American Hockey League,Hartford,Wolf Pack,10,13,12,13,12,11,11,1,1,12,12,14,13,13,14,7,13,12,13,13,13,4,13,12,13,11,13,7,14,13,1,1,1,1,1,1,1,1,1,1,1,Center,604
Darren,Raddysh,American Hockey League,Hartford,Wolf Pack,7,14,14,13,12,14,13,1,1,12,13,14,13,14,15,7,7,14,14,15,8,15,15,12,7,12,13,13,14,12,1,1,1,1,1,1,1,1,1,1,1,Right Defender,750
Zac,Lynch,American Hockey League,Hartford,Wolf Pack,10,11,12,13,12,10,9,1,1,12,12,12,12,13,13,7,13,14,14,14,15,7,14,12,12,12,12,8,13,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,613
Boo,Nieves,American Hockey League,Hartford,Wolf Pack,8,11,14,16,12,13,13,1,1,13,13,15,14,12,15,6,15,12,14,14,14,6,13,14,11,14,15,8,14,13,1,1,1,1,1,1,1,1,1,1,1,Center,779
Danny,O'Regan,American Hockey League,Hartford,Wolf Pack,6,13,14,14,12,15,13,1,1,15,15,14,14,14,12,6,10,15,15,15,16,7,14,12,14,11,13,6,11,13,1,1,1,1,1,1,1,1,1,1,1,Center,808
Gabriel,Fontaine,American Hockey League,Hartford,Wolf Pack,5,12,13,15,12,15,15,1,1,14,13,14,14,13,13,6,14,12,13,15,13,7,14,11,13,11,13,6,13,13,1,1,1,1,1,1,1,1,1,1,1,Center,653
Ryan,Gropp,American Hockey League,Hartford,Wolf Pack,6,12,12,13,11,15,12,1,1,15,14,13,15,12,13,6,14,13,13,15,15,7,14,12,9,12,10,6,14,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,698
Yegor,Rykov,American Hockey League,Hartford,Wolf Pack,7,13,14,14,13,14,14,1,1,13,12,14,13,13,15,7,8,11,13,13,6,15,12,13,6,13,14,14,14,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,673
Jeff,Taylor,American Hockey League,Hartford,Wolf Pack,9,13,13,15,13,12,14,1,1,15,15,13,13,13,12,7,7,12,13,14,6,15,13,12,7,13,14,13,13,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,684
Tim,Gettinger,American Hockey League,Hartford,Wolf Pack,8,13,14,14,13,13,15,1,1,13,12,15,14,13,15,7,16,13,12,13,15,7,13,14,10,14,12,6,15,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,768
Nicholas,Jones,American Hockey League,Hartford,Wolf Pack,12,12,11,12,12,8,10,1,1,11,11,12,11,13,12,9,12,11,12,12,12,8,11,11,10,13,12,7,12,10,1,1,1,1,1,1,1,1,1,1,1,Right Wing,418
Joey,Keane,American Hockey League,Hartford,Wolf Pack,10,13,13,13,11,11,11,1,1,14,14,14,13,14,12,9,8,14,13,13,6,15,11,14,7,15,13,13,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,725
Adam,Huska,American Hockey League,Hartford,Wolf Pack,8,1,13,14,12,1,15,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,11,13,14,14,12,14,12,11,14,13,Goalie,473
Libor,Hájek,American Hockey League,Hartford,Wolf Pack,8,13,13,15,12,13,15,1,1,14,15,14,14,14,15,7,8,11,14,14,6,16,13,15,6,14,14,13,13,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,836
Patrick,Newell,American Hockey League,Hartford,Wolf Pack,5,12,13,16,12,16,14,1,1,13,15,12,14,13,10,6,11,14,14,15,15,7,14,11,13,10,13,7,11,13,1,1,1,1,1,1,1,1,1,1,1,Center,641
Shawn,McBride,American Hockey League,Hartford,Wolf Pack,7,9,8,10,8,8,8,1,1,11,11,11,11,11,11,5,10,10,10,10,11,3,11,10,10,8,11,5,11,11,1,1,1,1,1,1,1,1,1,1,1,Center,238
Ryan,Dmowski,American Hockey League,Hartford,Wolf Pack,10,13,13,12,12,13,13,1,1,13,12,14,12,12,14,7,13,12,13,14,13,5,13,12,10,13,14,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,606
Matt,Donovan,American Hockey League,Milwaukee,Admirals,12,12,11,13,11,9,13,1,1,14,13,15,15,13,14,9,8,14,14,15,7,16,14,14,6,14,12,13,14,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,838
Jarred,Tinordi,American Hockey League,Milwaukee,Admirals,12,16,14,12,14,9,13,1,1,12,12,15,12,14,16,12,10,12,12,12,6,14,11,15,7,17,13,13,14,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,853
Arvin,Atwal,American Hockey League,Milwaukee,Admirals,11,11,10,12,10,10,8,1,1,11,10,11,11,13,13,8,6,11,14,14,11,14,14,11,6,10,12,11,13,11,1,1,1,1,1,1,1,1,1,1,1,Right Defender,480
Duncan,Siemens,American Hockey League,Milwaukee,Admirals,15,15,13,11,13,6,11,1,1,11,12,14,12,12,15,11,8,10,10,11,6,13,10,13,7,15,11,13,12,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,607
Alexandre,Carrier,American Hockey League,Milwaukee,Admirals,8,11,12,15,12,13,13,1,1,15,14,13,15,12,12,8,8,12,15,14,7,15,14,13,6,12,14,13,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,722
Frédérick,Gaudreau,American Hockey League,Milwaukee,Admirals,4,13,14,14,13,16,14,1,1,13,15,15,15,12,13,6,12,13,12,15,13,5,13,15,14,12,15,8,14,14,1,1,1,1,1,1,1,1,1,1,1,Center,790
Cole,Schneider,American Hockey League,Milwaukee,Admirals,8,12,12,14,11,13,13,1,1,13,11,14,13,13,14,7,14,14,14,15,15,7,14,14,10,12,13,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,714
Colin,Blackwell,American Hockey League,Milwaukee,Admirals,7,13,14,13,12,13,15,1,1,14,15,14,13,13,12,6,12,14,13,14,15,6,14,13,15,12,15,8,11,14,1,1,1,1,1,1,1,1,1,1,1,Center,770
Daniel,Carr,American Hockey League,Milwaukee,Admirals,6,14,13,14,12,15,14,1,1,14,14,13,14,14,14,6,14,14,13,15,16,6,15,14,10,13,13,7,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,810
Troy,Grosenick,American Hockey League,Milwaukee,Admirals,7,1,13,14,11,1,15,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,13,13,14,13,14,15,14,13,13,15,Goalie,558
Josh,Wilkins,American Hockey League,Milwaukee,Admirals,6,12,13,14,12,14,14,1,1,13,14,11,14,13,12,6,13,14,14,15,15,7,14,11,13,12,13,7,12,11,1,1,1,1,1,1,1,1,1,1,1,Center,653
Michael,McCarron,American Hockey League,Milwaukee,Admirals,15,13,13,11,14,6,13,1,1,12,12,15,13,12,17,13,16,13,13,11,14,5,12,15,14,17,13,8,15,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,969
Steven,Santini,American Hockey League,Milwaukee,Admirals,7,14,14,13,13,14,14,1,1,14,13,13,15,15,15,7,7,10,13,13,6,14,12,15,6,16,15,15,13,15,1,1,1,1,1,1,1,1,1,1,1,Right Defender,849
Josh,Healey,American Hockey League,Milwaukee,Admirals,10,12,12,13,11,11,11,1,1,14,14,14,14,14,14,8,8,11,13,13,6,14,12,15,8,15,14,14,14,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,762
Miikka,Salomäki,American Hockey League,Milwaukee,Admirals,9,14,14,16,13,12,16,1,1,13,13,14,14,12,15,6,15,14,13,14,13,5,12,15,10,17,14,8,14,16,1,1,1,1,1,1,1,1,1,1,1,Left Wing,896
Anthony,Richard,American Hockey League,Milwaukee,Admirals,7,13,12,14,11,14,12,1,1,16,16,13,15,13,10,6,12,15,14,15,15,7,14,12,13,12,14,7,11,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,813
Frédéric,Allard,American Hockey League,Milwaukee,Admirals,8,14,11,13,11,13,11,1,1,16,15,13,16,15,12,7,7,14,15,15,7,16,15,12,6,11,12,12,13,12,1,1,1,1,1,1,1,1,1,1,1,Right Defender,860
Jérémy,Davies,American Hockey League,Milwaukee,Admirals,9,14,13,15,12,10,13,1,1,13,13,12,13,13,13,8,6,14,15,15,8,16,14,12,7,14,11,14,13,11,1,1,1,1,1,1,1,1,1,1,1,Left Defender,719
Mathieu,Olivier,American Hockey League,Milwaukee,Admirals,13,15,15,15,13,6,15,1,1,11,11,14,13,13,15,10,14,11,12,12,12,5,12,14,10,16,14,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,711
Yakov,Trenin,American Hockey League,Milwaukee,Admirals,8,12,12,14,11,13,12,1,1,15,14,14,16,14,13,6,14,14,14,15,14,6,14,12,13,11,13,6,11,12,1,1,1,1,1,1,1,1,1,1,1,Center,778
Tommy,Novak,American Hockey League,Milwaukee,Admirals,6,12,13,16,13,15,12,1,1,14,13,13,14,13,12,6,10,12,16,16,12,4,16,12,14,9,13,7,12,12,1,1,1,1,1,1,1,1,1,1,1,Center,703
Connor,Ingram,American Hockey League,Milwaukee,Admirals,9,1,13,12,11,1,13,13,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,13,14,12,14,14,12,13,13,14,Goalie,467
Tanner,Jeannot,American Hockey League,Milwaukee,Admirals,11,14,13,13,13,10,13,1,1,11,12,13,11,11,15,9,15,13,13,12,14,6,13,15,10,16,14,7,14,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,737
Eeli,Tolvanen,American Hockey League,Milwaukee,Admirals,8,12,13,14,11,13,12,1,1,15,15,13,15,13,13,6,12,16,14,16,16,8,15,10,10,11,13,6,11,12,1,1,1,1,1,1,1,1,1,1,1,Right Wing,804
Rem,Pitlick,American Hockey League,Milwaukee,Admirals,8,14,14,15,13,13,15,1,1,13,13,14,13,14,14,7,12,13,14,14,15,7,15,12,13,12,13,7,12,12,1,1,1,1,1,1,1,1,1,1,1,Center,712
Lukas,Craggs,American Hockey League,Milwaukee,Admirals,13,15,14,13,12,6,13,1,1,13,13,13,13,14,14,11,14,12,12,13,12,6,12,15,10,15,13,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,725
Chris,Conner,American Hockey League,Binghamton,Devils,7,12,14,14,13,16,13,1,1,15,16,12,15,12,11,6,11,13,15,15,13,6,15,14,12,12,15,7,12,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,768
Cory,Schneider,American Hockey League,Binghamton,Devils,7,1,13,13,13,1,14,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,13,13,14,15,14,14,15,14,15,Goalie,656
Brian,Strait,American Hockey League,Binghamton,Devils,9,14,14,14,13,14,14,1,1,13,14,15,13,14,15,8,9,10,12,12,5,15,10,14,7,14,14,16,15,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,800
Ben,Street,American Hockey League,Binghamton,Devils,6,11,13,13,14,15,12,1,1,14,15,12,14,12,12,6,12,14,15,14,15,8,13,13,15,13,15,7,13,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,777
Julian,Melchiori,American Hockey League,Binghamton,Devils,9,14,15,13,13,12,12,1,1,13,11,14,14,13,16,8,9,11,12,12,6,15,12,15,6,15,14,15,15,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,787
Michael,Paliotta,American Hockey League,Binghamton,Devils,10,13,14,14,13,11,12,1,1,13,12,14,14,13,15,8,8,12,14,15,8,15,14,12,8,12,12,11,14,12,1,1,1,1,1,1,1,1,1,1,1,Right Defender,688
Dakota,Mermis,American Hockey League,Binghamton,Devils,11,15,16,13,12,10,12,1,1,15,14,14,14,13,13,9,7,11,15,13,6,15,12,14,6,15,13,13,13,12,1,1,1,1,1,1,1,1,1,1,1,Left Defender,764
Ryan,Schmelzer,American Hockey League,Binghamton,Devils,11,13,12,13,12,12,12,1,1,13,13,13,13,14,13,7,13,13,13,13,13,5,14,13,13,11,13,7,13,14,1,1,1,1,1,1,1,1,1,1,1,Center,641
Brandon,Baddock,American Hockey League,Binghamton,Devils,16,16,15,15,13,5,14,1,1,12,11,14,12,12,15,16,15,11,11,12,13,5,12,15,9,18,12,6,15,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,955
Matt,Tennyson,American Hockey League,Binghamton,Devils,9,14,15,15,13,11,15,1,1,13,14,15,14,14,15,6,7,11,13,14,6,15,13,13,6,14,13,12,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,742
Joey,Anderson,American Hockey League,Binghamton,Devils,6,14,13,12,11,15,13,1,1,14,14,13,14,13,14,6,13,14,13,13,14,6,13,14,13,14,15,7,14,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,792
Nathan,Bastian,American Hockey League,Binghamton,Devils,12,13,13,13,11,11,13,1,1,13,12,15,14,12,15,7,15,14,12,12,15,6,12,14,10,15,13,7,15,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,785
Brandon,Gignac,American Hockey League,Binghamton,Devils,7,12,13,15,13,14,14,1,1,15,15,13,14,14,12,6,12,13,14,14,14,6,14,13,14,11,14,6,13,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,752
Colton,White,American Hockey League,Binghamton,Devils,7,13,13,15,12,13,15,1,1,16,14,13,14,14,13,7,8,10,14,15,7,15,14,14,7,12,14,13,13,15,1,1,1,1,1,1,1,1,1,1,1,Left Defender,793
Josh,Jacobs,American Hockey League,Binghamton,Devils,8,13,14,14,13,13,13,1,1,15,14,13,15,13,14,8,8,11,13,14,6,14,13,14,7,15,12,14,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,746
Nick,Merkley,American Hockey League,Binghamton,Devils,7,15,14,14,13,13,14,1,1,14,15,13,14,14,13,8,12,14,16,16,14,5,15,12,13,12,11,6,12,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,826
Fabian,Zetterlund,American Hockey League,Binghamton,Devils,7,13,13,13,12,14,12,1,1,14,14,13,14,13,13,6,12,12,13,13,14,5,13,12,13,13,12,7,11,14,1,1,1,1,1,1,1,1,1,1,1,Center,624
Michael,McLeod,American Hockey League,Binghamton,Devils,9,11,14,13,13,11,13,1,1,16,14,14,15,12,14,8,12,13,14,14,13,6,14,13,15,14,13,6,14,11,1,1,1,1,1,1,1,1,1,1,1,Center,791
Gilles,Senn,American Hockey League,Binghamton,Devils,11,1,13,13,11,1,12,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,10,13,14,13,14,14,13,12,12,14,Goalie,469
Nate,Schnarr,American Hockey League,Binghamton,Devils,7,12,13,11,11,13,12,1,1,13,11,13,13,13,14,8,14,14,14,14,14,6,13,13,12,13,13,7,13,12,1,1,1,1,1,1,1,1,1,1,1,Center,651
Brett,Seney,American Hockey League,Binghamton,Devils,10,15,15,16,13,10,15,1,1,15,16,13,15,13,11,8,11,13,15,15,14,6,15,13,10,14,14,7,12,12,1,1,1,1,1,1,1,1,1,1,1,Left Wing,821
Jérémy,Groleau,American Hockey League,Binghamton,Devils,6,14,14,14,13,15,14,1,1,12,12,15,12,13,14,6,8,10,12,13,6,14,12,13,6,12,14,14,15,14,1,1,1,1,1,1,1,1,1,1,1,Left Defender,649
Marian,Studenic,American Hockey League,Binghamton,Devils,7,12,13,14,11,14,13,1,1,14,14,12,13,13,11,6,13,13,14,14,14,6,14,13,10,11,14,7,14,15,1,1,1,1,1,1,1,1,1,1,1,Right Wing,679
Yegor,Sharangovich,American Hockey League,Binghamton,Devils,6,14,13,14,11,15,14,1,1,14,14,13,14,13,12,6,14,12,12,14,14,6,13,14,13,10,12,7,14,13,1,1,1,1,1,1,1,1,1,1,1,Center,679
Mikhail,Maltsev,American Hockey League,Binghamton,Devils,7,13,14,14,11,13,11,1,1,13,12,14,15,13,14,7,15,13,13,13,14,6,12,15,10,14,13,8,14,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,729
Jesper,Boqvist,American Hockey League,Binghamton,Devils,6,12,12,14,11,16,13,1,1,15,13,14,15,14,12,7,13,14,15,16,15,6,15,12,14,10,14,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,833
Hubert,Labrie,American Hockey League,Belleville,Senators,12,14,13,10,13,8,13,1,1,11,10,13,12,11,12,8,7,9,11,12,7,15,10,13,6,12,14,14,15,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,550
Jordan,Szwarz,American Hockey League,Belleville,Senators,8,15,15,14,15,11,15,1,1,13,13,14,14,13,15,8,12,13,13,14,14,7,13,13,8,13,14,9,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Wing,722
Frank,Corrado,American Hockey League,Belleville,Senators,9,12,12,13,12,12,12,1,1,13,14,14,13,14,14,7,7,11,14,14,6,16,14,13,7,14,13,14,14,13,1,1,1,1,1,1,1,1,1,1,1,Right Defender,754
Stuart,Percy,American Hockey League,Belleville,Senators,8,13,14,13,14,12,13,1,1,15,14,14,13,12,12,8,8,11,14,14,8,14,13,13,7,12,13,12,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Defender,635
Morgan,Klimchuk,American Hockey League,Belleville,Senators,7,14,15,14,12,14,13,1,1,16,13,12,15,12,12,6,12,13,13,14,14,7,13,14,11,11,14,7,13,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,695
Christopher,Clapperton,American Hockey League,Belleville,Senators,13,12,12,15,12,9,10,1,1,15,14,13,14,14,10,7,12,14,17,16,14,6,16,11,10,9,12,7,13,11,1,1,1,1,1,1,1,1,1,1,1,Left Wing,800
Jordan,Murray,American Hockey League,Belleville,Senators,11,14,13,14,13,10,11,1,1,15,14,14,14,15,13,8,7,11,15,15,11,14,14,8,5,8,10,9,11,9,1,1,1,1,1,1,1,1,1,1,1,Left Defender,647
Joseph,LaBate,American Hockey League,Belleville,Senators,15,14,15,12,13,7,13,1,1,11,13,16,14,13,15,15,15,12,12,13,14,6,12,13,12,13,12,6,14,13,1,1,1,1,1,1,1,1,1,1,1,Left Wing,837
Nick,Paul,American Hockey League,Belleville,Senators,6,14,15,13,12,13,12,1,1,13,12,15,13,12,16,7,15,14,12,14,14,5,13,14,11,16,13,7,14,14,1,1,1,1,1,1,1,1,1,1,1,Left Wing,832
Marcus,Högberg,American Hockey League,Belleville,Senators,7,1,15,15,11,1,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,12,15,14,15,15,13,12,11,13,14,Goalie,564
Nathan,Todd,American Hockey League,Belleville,Senators,8,9,9,10,9,12,7,1,1,12,12,12,12,13,13,10,13,11,11,12,13,5,13,13,12,8,12,7,12,13,1,1,1,1,1,1,1,1,1,1,1,Center,459
Max,Veronneau,American Hockey League,Belleville,Senators,5,11,15,15,13,16,16,1,1,14,15,14,15,14,12,6,14,13,15,15,14,7,15,11,11,10,14,6,12,14,1,1,1,1,1,1,1,1,1,1,1,Right Wing,766
Colin,White,American Hockey League,Belleville,Senators,8,14,15,16,14,15,16,1,1,16,15,14,16,16,13,6,14,14,16,16,15,7,15,15,14,11,13,7,14,15,1,1,1,1,1,1,1,1,1,1,1,Center,1100
